range_-100_-95,range_-105_-100,range_-10_-5,range_-110_-105,range_-115_-110,range_-120_-115,range_-125_-120,range_-130_-125,range_-135_-130,range_-140_-135,range_-145_-140,range_-150_-145,range_-155_-150,range_-15_-10,range_-160_-155,range_-165_-160,range_-170_-165,range_-175_-170,range_-180_-175,range_-185_-180,range_-190_-185,range_-195_-190,range_-200_-195,range_-20_-15,range_-25_-20,range_-30_-25,range_-35_-30,range_-40_-35,range_-45_-40,range_-50_-45,range_-55_-50,range_-5_0,range_-60_-55,range_-65_-60,range_-70_-65,range_-75_-70,range_-80_-75,range_-85_-80,range_-90_-85,range_-95_-90,range_0_5,range_100_105,range_105_110,range_10_15,range_110_115,range_115_120,range_120_125,range_125_130,range_130_135,range_135_140,range_140_145,range_145_150,range_150_155,range_155_160,range_15_20,range_160_165,range_165_170,range_170_175,range_175_180,range_180_185,range_185_190,range_190_195,range_20_25,range_25_30,range_30_35,range_35_40,range_40_45,range_45_50,range_50_55,range_55_60,range_5_10,range_60_65,range_65_70,range_70_75,range_75_80,range_80_85,range_85_90,range_90_95,range_95_100
3,2,3855,0,2,0,1,0,0,0,0,0,0,1731,0,0,0,0,0,0,0,0,0,969,621,384,287,192,113,83,70,15475,44,30,38,20,26,15,9,6,56486,1,5,11994,5,5,3,3,2,1,1,1,0,1,3316,1,0,0,0,0,0,0,1546,919,619,399,257,176,121,83,49852,61,42,44,31,16,17,11,5
7,4,2833,4,5,2,2,1,0,0,1,1,0,1216,0,1,0,2,0,0,0,0,0,685,477,339,222,166,111,78,54,13123,48,41,31,28,10,15,9,15,56946,8,7,12217,7,3,7,1,1,0,1,1,2,0,2702,0,1,0,1,0,0,0,1151,726,421,306,219,167,125,99,55109,63,51,38,26,26,17,14,6
6,2,2519,7,4,3,4,3,3,2,6,2,2,945,1,0,0,0,0,0,0,0,0,498,298,175,144,101,77,46,40,12297,29,19,27,7,15,12,5,8,58688,13,8,12196,4,7,7,5,5,6,1,2,2,2,2379,3,1,2,0,0,0,0,940,500,299,186,134,81,72,37,56960,43,29,26,12,11,10,9,10
4,7,2987,5,3,0,2,1,1,1,1,0,0,1208,0,0,0,0,0,0,0,0,0,639,349,232,193,102,95,58,45,13799,27,17,25,23,16,14,14,6,57384,5,7,12530,8,3,3,3,3,1,2,1,0,1,2787,0,0,0,0,0,0,0,1131,600,354,227,170,100,88,65,54451,70,31,31,19,21,19,5,6
2,3,2377,2,0,1,0,1,0,1,1,1,0,838,0,0,0,0,0,0,0,0,0,363,184,126,88,78,48,34,32,13390,18,17,11,15,13,8,3,5,62641,6,6,10394,2,4,3,1,2,1,1,0,0,0,2046,0,0,0,0,0,0,0,736,324,174,130,97,53,43,38,55541,25,12,13,11,9,9,10,8
2,0,3081,1,0,0,0,0,0,0,0,0,0,1224,0,0,0,0,0,0,0,0,0,614,324,232,161,97,52,34,33,15177,16,17,15,6,5,3,2,0,60948,0,1,10834,1,0,0,0,0,0,0,0,0,0,2495,0,0,0,0,0,0,0,991,532,337,221,143,72,66,38,52123,21,24,22,11,11,6,5,2
3,4,3021,2,1,0,0,0,0,0,0,0,0,1085,0,0,0,0,0,0,0,0,0,509,318,181,179,96,59,40,34,14774,27,16,4,2,4,1,6,4,60527,1,2,11169,0,1,0,1,1,0,0,0,0,0,2528,0,0,0,0,0,0,0,1016,531,309,196,145,72,62,46,52904,40,30,13,13,9,8,1,5
1,0,2814,0,0,0,0,0,0,0,0,0,0,1045,0,0,0,0,0,0,0,0,0,571,281,151,101,68,39,23,24,14575,18,10,5,9,5,3,5,3,61183,4,2,10759,0,2,1,0,0,0,0,0,0,0,2341,0,0,0,0,0,0,0,947,470,278,142,78,64,41,18,53855,22,13,9,1,7,8,2,2
13,11,3045,12,8,7,12,6,4,2,5,4,4,1181,7,0,2,1,0,0,1,0,0,631,435,318,208,136,122,122,79,14440,65,61,33,36,40,28,28,18,57526,17,14,12130,16,13,12,9,10,3,7,3,6,1,2739,5,3,4,1,0,0,1,1092,613,448,308,222,176,114,96,52913,106,66,60,36,41,21,20,12
4,4,3139,7,4,5,1,5,0,2,2,0,0,1285,0,0,0,0,0,0,0,0,0,641,436,259,166,130,78,54,34,14359,33,15,13,14,13,13,8,12,59477,5,7,11480,5,5,3,2,7,1,1,2,1,1,2755,2,1,0,0,0,0,0,1157,646,408,250,193,115,81,53,52460,38,32,21,20,8,7,13,7
8,10,3082,3,10,1,3,8,4,3,7,3,3,1272,0,1,3,0,1,1,2,2,1,671,414,249,193,151,113,73,71,14321,36,26,24,21,16,10,6,10,58051,5,9,11798,7,6,4,4,2,8,3,4,0,4,2851,5,2,7,4,2,1,2,1171,636,367,282,187,102,91,65,53243,47,49,30,29,19,13,14,15
8,19,3126,11,8,11,14,14,5,9,4,6,4,1167,3,5,1,3,4,2,1,0,2,607,419,267,162,115,85,72,57,14051,44,31,29,31,26,22,17,15,57163,14,17,12430,12,9,12,10,10,6,9,8,6,6,2881,6,3,7,6,2,2,2,1160,611,389,252,165,128,98,67,53752,54,35,30,27,23,18,9,21
7,1,2599,1,4,3,2,1,0,2,0,0,0,983,0,0,0,0,0,0,0,0,0,487,336,222,152,75,38,23,20,13376,12,11,4,5,6,6,5,4,59882,8,3,11876,4,3,4,0,5,0,1,0,2,0,2398,0,1,0,0,0,0,0,821,471,287,195,128,78,43,34,55306,17,14,14,5,5,4,4,2
3,7,2688,4,2,3,2,2,3,3,3,2,1,1078,1,3,3,0,2,1,0,1,0,475,302,217,114,107,74,41,24,13268,30,12,18,9,15,7,10,9,58815,4,8,11850,4,4,1,3,5,2,2,1,1,1,2583,0,2,3,0,1,0,0,962,461,297,189,126,110,59,40,55707,50,38,26,24,23,20,15,8
6,9,2584,9,11,5,2,3,0,0,2,0,2,1036,0,0,0,0,0,0,0,0,0,590,342,228,171,128,85,78,55,12585,46,31,28,31,17,13,10,11,59108,10,17,11543,11,5,6,2,3,1,1,1,0,2,2432,1,2,0,0,0,0,0,985,601,289,228,140,115,83,67,55987,51,50,31,22,27,22,21,18
6,8,2319,4,2,1,1,1,0,1,0,1,0,876,0,0,1,1,0,0,0,0,0,451,283,205,128,98,72,56,52,13258,38,33,15,27,26,22,11,12,62189,6,5,10027,3,3,4,2,3,2,1,2,3,0,1862,0,0,0,1,0,1,0,795,444,281,211,130,95,73,57,55582,47,33,39,24,22,14,17,11
9,9,3275,12,14,9,4,6,4,2,6,10,4,1234,6,2,5,5,2,4,2,4,2,576,410,274,184,136,95,78,49,14653,40,38,34,26,27,15,12,12,59203,14,10,11162,16,8,9,9,8,9,11,8,1,9,2598,4,3,5,4,5,2,4,1072,581,338,230,141,97,80,72,52650,51,45,40,27,18,22,17,22
6,8,3209,2,3,5,3,2,2,1,1,0,0,1412,0,0,0,0,0,0,0,0,0,828,510,341,233,126,113,73,50,13823,40,23,26,20,14,8,5,9,56221,4,8,12577,2,5,3,2,1,1,1,0,0,0,3062,0,0,0,0,0,0,0,1377,773,490,326,208,156,110,98,53481,55,38,30,26,21,13,10,5
2,5,3013,1,2,2,0,0,1,1,1,0,0,1155,0,0,0,0,0,0,0,0,0,585,339,193,138,110,64,55,41,13557,29,11,10,5,13,10,3,6,56990,3,2,12811,1,5,3,2,0,0,0,0,0,0,2793,0,0,0,0,0,0,0,1131,578,301,217,161,117,80,34,55305,34,23,16,12,6,9,6,8
21,10,2938,9,5,14,5,7,8,3,6,4,7,1090,2,4,3,2,2,5,2,1,3,539,343,205,161,110,94,77,53,13792,61,43,38,18,22,24,27,14,57819,15,14,12197,10,7,9,2,9,4,3,8,5,3,2675,3,4,5,2,6,5,3,996,548,331,226,175,132,85,52,54549,57,42,50,36,43,19,22,28
14,20,2702,20,8,8,12,14,9,4,12,1,2,1121,2,3,0,2,0,0,1,0,1,602,378,234,179,112,109,66,54,12139,43,43,43,34,39,23,20,17,54811,16,24,13626,14,17,12,10,16,10,6,10,7,3,3045,4,5,5,2,1,1,3,1200,568,394,257,148,132,85,62,57093,71,58,41,42,30,29,17,20
3,2,2593,2,1,0,0,0,0,0,0,0,0,1109,0,0,0,0,0,0,0,0,0,538,329,225,142,95,64,49,28,12501,23,18,8,8,4,3,5,2,58314,0,0,12034,1,0,0,1,0,1,0,0,2,0,2525,0,0,0,0,0,0,0,1028,545,341,221,156,90,66,47,56769,37,33,19,12,0,5,1,0
5,2,2103,1,0,0,0,0,1,1,1,0,1,705,1,2,0,0,0,0,0,0,0,328,195,140,88,49,50,32,29,12622,25,27,17,17,11,11,7,8,62582,2,4,10097,4,2,2,0,0,2,4,1,2,2,1786,1,0,0,0,0,0,0,630,324,203,130,89,63,47,41,57395,20,23,17,16,8,10,10,4
2,0,2252,2,3,2,0,0,2,2,2,0,1,821,0,1,0,1,0,0,0,0,0,442,296,167,124,99,58,48,37,12486,20,21,6,7,7,7,3,2,61217,5,5,10659,6,2,1,0,1,0,0,0,0,1,2034,1,1,0,0,0,0,0,773,431,241,184,126,79,61,39,57092,34,25,17,17,9,7,2,9
2,6,2431,1,2,3,2,1,0,1,0,0,0,886,0,0,0,0,0,0,0,0,0,499,283,170,110,84,58,32,27,12872,15,18,7,11,6,4,5,2,61350,3,0,10670,1,0,1,3,0,4,0,0,2,0,2280,0,0,0,0,0,0,0,853,413,263,157,108,84,61,45,56071,25,17,21,8,10,6,3,3
10,15,2940,9,7,4,6,5,10,11,4,6,4,1243,6,5,7,5,1,3,1,3,3,687,434,301,191,160,131,72,64,13178,48,33,28,19,23,21,17,9,56232,16,11,12635,16,15,12,16,7,11,14,5,5,3,2946,9,7,3,7,5,2,4,1214,708,426,280,185,133,100,65,54801,59,49,28,34,29,20,28,10
10,4,2934,3,8,4,1,0,3,1,0,1,1,1262,2,1,3,0,1,1,2,0,0,808,495,323,236,147,107,67,57,13275,40,27,34,23,16,19,6,8,55755,7,6,12516,5,1,3,3,6,0,3,1,3,2,2872,2,2,0,2,2,2,1,1248,747,491,330,233,153,100,84,55240,67,52,33,29,21,15,12,9
5,8,2858,5,3,3,3,4,1,2,4,0,1,1252,1,2,0,2,0,1,3,2,1,700,397,258,176,129,88,74,46,13323,37,31,34,24,15,11,8,15,57048,1,4,12607,10,1,3,0,1,4,4,3,6,1,2774,3,3,0,2,1,1,1,1232,624,353,257,191,101,95,68,54800,51,49,45,34,27,14,25,11
7,6,2654,8,4,4,1,3,2,3,2,0,1,996,1,1,0,0,0,0,2,0,1,455,275,181,121,81,59,44,43,14139,27,21,24,10,12,17,6,9,60818,7,9,11026,7,4,3,7,2,1,2,4,3,0,2266,1,0,0,1,1,0,0,930,434,225,186,128,74,65,48,54367,36,29,24,17,20,13,10,12
2,0,2576,2,2,0,0,0,2,0,0,0,0,829,0,0,0,0,0,0,0,0,0,335,173,110,77,41,28,26,10,14061,8,9,6,7,9,5,0,3,62911,2,6,10513,0,0,3,3,0,2,0,0,0,0,2076,0,0,0,0,0,0,0,734,320,173,89,53,57,29,16,54632,16,19,9,5,4,0,5,2
11,10,3326,9,10,3,3,2,4,1,2,0,0,1397,0,0,0,0,0,0,0,0,0,756,411,273,169,98,81,76,58,14469,56,36,28,45,29,19,9,6,59131,12,7,11563,12,5,3,7,4,2,1,4,0,0,2876,1,2,0,0,0,1,0,1223,651,371,249,202,122,87,84,51736,59,51,33,25,19,23,18,17
5,2,2407,3,2,0,0,2,1,0,0,1,1,846,0,0,0,0,0,0,1,1,0,354,183,122,89,39,22,39,18,13988,12,17,9,8,5,8,10,11,63715,5,4,10218,1,4,3,1,2,6,1,0,0,0,2098,0,1,1,0,0,0,2,670,318,189,93,89,56,32,30,54166,19,17,15,12,9,6,7,2
1,0,2305,0,0,0,0,0,0,0,0,0,0,912,0,0,0,0,0,0,0,0,0,444,264,167,111,77,44,28,17,12473,14,9,4,2,4,2,2,1,61336,1,3,10770,0,0,1,1,1,1,0,0,0,0,2161,0,0,0,0,0,0,0,874,416,246,150,87,63,59,31,56859,27,12,5,7,2,3,0,3
1,2,3037,1,0,0,2,0,0,0,0,0,0,1229,0,0,0,0,0,0,0,0,0,603,360,220,153,87,74,63,33,13860,36,17,17,11,9,7,1,4,58299,1,5,11669,2,1,2,1,0,0,0,0,0,0,2731,0,0,0,0,0,0,0,1182,621,343,202,142,94,65,45,54651,33,24,24,20,6,4,3,3
13,5,3203,5,2,10,5,1,1,2,0,3,0,1248,0,0,0,0,0,0,0,0,0,620,384,261,161,109,82,68,55,14275,41,42,32,25,12,17,20,13,58191,10,14,11976,4,10,5,9,7,2,2,1,0,1,2768,3,0,3,1,2,0,1,1167,634,396,227,167,121,105,73,53201,52,38,25,11,20,19,9,10
4,4,3385,9,2,1,2,1,3,3,0,3,1,1539,1,0,0,0,0,0,0,0,0,843,485,313,223,148,107,74,55,14154,44,36,22,20,7,12,6,10,57049,11,13,12159,9,7,5,4,1,1,2,1,1,1,2964,2,1,0,0,0,0,0,1371,755,472,276,218,180,113,61,52611,48,35,28,32,17,16,11,8
2,0,2728,0,0,0,0,0,0,0,0,0,0,1124,0,0,0,0,0,0,0,0,0,600,325,237,141,92,69,37,18,13167,14,9,4,6,4,2,4,0,58809,0,0,11880,0,0,0,0,0,0,0,0,0,0,2559,0,0,0,0,0,0,0,1114,586,344,201,162,95,73,57,55469,20,15,13,9,4,4,3,0
4,0,3056,0,0,0,0,0,0,0,0,0,0,1373,0,0,0,0,0,0,0,0,0,681,423,258,163,137,79,59,48,13786,39,35,22,20,16,9,4,3,57325,3,3,12553,0,1,1,0,0,0,0,0,0,0,2841,0,0,0,0,0,0,0,1241,673,431,253,200,111,80,68,53797,61,44,18,27,22,13,11,8
0,2,1970,3,2,2,1,0,1,0,1,0,1,659,0,1,1,0,0,0,0,0,0,336,198,133,84,51,29,25,24,11501,18,6,14,8,6,5,2,3,61994,0,5,10393,0,3,2,3,1,2,0,0,0,0,1823,0,0,0,0,0,0,0,717,365,181,118,59,55,33,28,59061,16,18,11,9,2,8,2,4
0,0,2736,2,2,0,1,3,0,0,0,0,0,1216,0,0,0,0,0,0,0,0,0,669,371,216,126,77,47,53,22,12448,25,16,6,6,2,3,4,1,57890,3,2,11942,4,2,1,3,2,1,1,0,0,0,2637,0,0,0,0,0,0,0,1179,636,323,223,120,73,52,31,56720,31,23,16,10,9,7,4,3
7,4,3140,3,4,4,0,2,3,1,1,3,0,1227,1,0,0,0,0,1,1,0,0,588,337,261,136,107,79,47,47,13881,33,24,16,14,12,8,7,3,57766,9,5,12414,4,3,5,3,2,3,0,2,0,1,2816,1,0,0,0,1,0,0,1096,603,335,206,142,126,67,60,54200,32,26,19,10,12,10,11,5
4,2,2745,1,0,1,1,1,2,2,1,0,0,1060,0,0,0,0,0,0,0,0,0,561,329,256,149,99,63,39,27,13156,25,24,10,13,11,8,6,3,59562,3,4,11705,3,4,3,3,0,1,0,1,1,0,2573,0,0,0,0,0,0,0,1104,594,337,222,142,86,65,38,54824,31,27,25,16,7,13,3,4
19,26,3628,19,17,13,8,11,17,11,6,9,2,1514,2,7,3,5,2,2,1,2,0,794,506,322,212,180,131,92,87,14308,84,50,56,34,33,23,21,22,55077,24,14,12793,8,17,8,5,10,17,6,6,5,5,3338,9,10,6,7,8,9,4,1463,813,493,335,194,177,136,120,52167,75,67,67,56,46,50,28,18
5,7,2855,2,2,3,5,2,3,1,1,0,2,1169,1,0,0,0,0,0,0,0,0,646,351,199,172,118,77,59,32,13694,24,21,19,9,10,15,5,8,59253,6,6,11548,5,7,2,1,7,2,3,1,0,0,2695,0,0,0,0,0,0,0,1140,554,327,260,133,100,74,48,54142,34,30,23,24,26,16,11,5
8,9,2635,7,7,4,5,5,8,6,10,6,3,1119,2,4,0,1,2,2,3,2,0,581,372,236,148,111,90,65,45,12535,36,35,29,21,22,12,16,9,56586,12,16,12577,3,9,11,9,10,8,6,5,4,3,2598,4,1,4,2,0,2,3,1161,600,405,248,164,87,77,60,56916,40,34,25,20,16,22,17,9
5,1,2710,2,0,0,0,1,1,1,1,0,0,946,0,0,0,0,0,0,0,0,0,459,244,131,77,58,33,24,10,14145,13,9,9,9,5,2,5,2,60922,0,0,11197,0,0,0,0,0,0,0,0,0,0,2281,0,0,0,0,0,0,0,894,426,242,126,69,58,28,21,54742,16,20,19,10,11,5,4,6
5,5,2902,5,5,7,2,2,0,0,0,0,0,1173,0,0,0,0,1,1,0,0,0,635,383,280,168,118,84,72,59,13721,42,32,22,12,12,10,8,8,58707,8,11,11565,10,5,5,2,6,5,6,4,2,0,2623,0,0,0,0,0,0,0,1211,626,383,233,189,132,82,53,54158,46,36,31,34,10,12,11,15
3,4,3724,3,0,0,0,0,0,0,0,0,0,1426,0,0,0,0,0,0,0,0,0,684,374,240,157,105,83,57,34,15691,39,18,19,18,12,13,6,3,59404,5,4,11426,2,1,0,0,1,1,0,2,0,0,2918,0,0,0,0,0,0,0,1206,591,346,209,139,87,69,69,50641,43,25,25,23,15,10,20,5
13,14,3549,7,6,4,1,4,4,5,1,4,2,1461,3,1,3,0,3,0,1,0,0,719,417,267,190,164,109,86,53,14574,43,43,37,29,26,20,15,18,56158,17,15,12680,11,7,9,12,5,5,5,7,3,2,3182,5,0,0,1,1,0,1,1299,685,456,290,186,133,112,94,52454,80,33,40,28,29,19,21,19
8,8,3588,7,6,1,4,2,0,2,0,2,2,1422,1,2,2,0,0,0,2,2,0,784,478,378,248,177,155,88,73,15514,64,46,38,25,26,19,8,8,56991,9,10,12153,5,4,1,2,6,3,1,3,2,4,3154,1,0,0,1,2,0,1,1320,734,468,354,209,186,130,102,50601,93,81,48,34,30,23,15,21
10,6,3416,5,6,0,2,5,6,5,4,1,4,1347,4,2,2,4,3,1,3,1,0,661,437,285,179,157,97,55,50,13777,28,31,20,15,14,16,9,14,57293,9,5,12181,7,11,8,7,5,7,1,5,4,2,3010,2,1,0,1,2,0,1,1255,680,423,305,173,110,90,69,53451,41,36,30,19,16,11,28,13
9,10,3324,6,5,7,5,4,1,2,0,2,0,1350,0,0,0,0,0,0,0,0,0,639,398,200,148,102,86,50,44,13817,24,21,26,20,18,10,15,11,55659,13,7,13353,7,4,6,1,0,1,0,2,1,1,3194,0,0,0,1,0,0,1,1356,740,366,174,127,90,66,62,54214,30,39,26,22,26,24,20,12
133,88,6693,81,78,85,75,72,61,55,43,34,31,4077,49,40,36,33,18,34,23,24,17,2669,1942,1478,1110,1021,779,624,469,14460,421,332,275,237,191,152,120,115,33590,139,120,15670,97,103,65,56,50,50,46,35,43,39,7175,36,32,25,29,26,21,22,4269,2767,2045,1559,1180,940,777,654,35528,555,409,343,283,252,238,167,133
12,8,2493,7,6,5,3,2,0,1,1,5,3,965,1,2,4,0,0,4,0,1,1,462,275,182,127,75,47,45,33,12004,25,16,11,24,14,8,10,7,56534,5,9,12939,8,6,12,3,3,7,4,4,2,5,2585,2,1,2,1,1,2,0,970,494,294,207,107,86,55,42,58569,43,21,13,13,23,8,8,9
0,0,1878,0,0,0,0,0,0,0,0,0,0,704,0,0,0,0,0,0,0,0,0,379,231,135,66,45,42,34,18,10784,21,6,4,2,2,0,1,1,59575,2,4,11257,1,1,1,1,0,0,0,0,0,0,1891,0,0,0,0,0,0,0,714,340,220,105,96,60,40,21,61257,26,10,12,9,0,2,1,1
3,4,1445,2,1,4,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,235,132,93,58,43,40,30,18,9311,19,9,7,14,6,5,6,6,61388,3,8,10310,2,3,0,2,2,1,0,0,0,2,1561,0,0,0,0,0,0,0,514,208,143,76,55,51,28,32,63563,26,25,11,13,6,14,2,5
0,0,819,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,133,72,44,26,15,12,7,6,8020,3,0,1,1,0,0,0,0,67036,0,0,7266,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,301,123,60,50,29,18,18,2,64892,4,6,4,1,0,0,0,0
0,0,631,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,82,50,21,21,13,11,4,5,6554,5,2,0,0,0,0,0,0,64257,1,0,7847,0,0,0,0,0,0,0,0,0,0,690,0,0,0,0,0,0,0,201,86,46,32,17,10,7,10,69205,5,5,4,0,1,0,1,1
0,0,693,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,90,36,17,19,5,4,2,1,7046,2,0,0,0,0,0,0,0,67659,0,0,6850,0,0,0,0,0,0,0,0,0,0,676,0,0,0,0,0,0,0,203,81,31,24,10,12,4,8,66296,3,1,1,0,0,0,0,0
0,0,740,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,125,64,38,16,9,8,7,2,7378,1,0,0,0,0,0,0,0,69280,0,0,6221,0,0,0,0,0,0,0,0,0,0,660,0,0,0,0,0,0,0,256,127,49,38,21,23,9,2,64684,2,2,1,1,1,0,0,0
1,1,596,1,0,0,0,0,1,0,0,1,0,297,1,1,0,0,0,0,0,0,0,206,138,81,42,34,29,23,17,6534,11,5,11,8,7,5,1,4,68128,2,2,6142,5,4,2,2,0,2,0,0,0,0,627,0,0,0,0,0,0,0,291,181,122,81,48,34,23,27,66153,16,15,9,6,9,5,5,3
0,0,414,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,84,46,31,22,13,5,4,1,5614,0,0,0,0,0,0,0,0,65335,0,0,6853,0,0,0,0,0,0,0,0,0,0,510,0,0,0,0,0,0,0,165,92,54,20,21,10,4,10,70527,2,1,0,0,0,0,0,0
0,0,757,1,1,1,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,168,102,70,41,27,15,20,8,6653,9,7,7,7,2,2,1,0,64741,1,2,7666,2,0,0,0,0,0,1,1,0,1,860,0,0,0,0,0,0,0,341,169,85,54,39,27,25,22,67727,11,6,9,6,3,2,0,3
0,0,571,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,92,65,50,31,20,19,10,17,6081,13,4,6,6,2,5,2,0,63269,3,1,8145,0,0,0,0,0,0,0,0,0,0,677,0,0,0,0,0,0,0,261,137,71,44,28,22,21,14,70067,12,7,7,3,5,3,4,0
5,2,772,2,1,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,227,146,91,51,41,24,18,17,6789,13,5,8,5,6,6,3,2,65259,2,7,7549,3,0,0,0,1,1,0,0,0,1,857,1,0,2,0,0,0,0,388,220,130,85,60,55,27,34,66667,20,9,7,2,7,5,4,4
0,0,706,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,115,57,31,30,20,9,7,4,6983,4,2,3,2,0,0,0,0,66050,0,0,7272,0,0,0,0,0,0,0,0,0,0,704,0,0,0,0,0,0,0,238,104,69,26,27,17,14,6,67228,7,10,4,2,0,0,0,0
2,1,614,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,105,70,34,33,18,25,18,12,6675,7,5,2,1,1,2,0,0,66432,2,2,6845,0,1,0,0,0,0,0,0,0,0,654,0,0,0,0,0,0,0,200,114,83,40,24,20,20,12,67672,8,5,2,3,2,3,6,1
2,2,540,2,2,2,2,1,0,0,0,0,0,249,1,1,0,0,0,1,1,2,0,129,67,29,28,11,5,8,4,6505,2,3,4,3,6,5,4,3,68765,2,3,5922,1,2,1,0,1,1,4,1,1,2,528,0,2,1,3,1,1,0,222,130,75,43,19,12,11,4,66589,10,3,3,3,4,3,2,1
0,0,350,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,24,6,3,3,0,0,0,0,5524,0,0,0,0,0,0,0,0,66928,0,0,6274,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,118,33,18,8,2,0,0,0,70235,0,0,0,0,0,0,0,0
0,0,309,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,66,46,27,21,13,5,3,3,5220,1,0,0,0,0,0,0,0,66952,0,0,6021,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,114,85,56,30,19,12,10,1,70561,4,1,0,0,0,0,0,0
3,5,735,1,2,2,3,6,1,2,4,4,3,335,3,0,3,5,0,1,2,3,0,173,118,90,63,54,37,33,26,6331,24,14,29,15,7,6,7,4,65450,6,4,7006,3,5,0,6,1,2,1,3,2,0,695,0,4,3,4,0,0,3,307,148,120,87,66,41,40,35,67628,31,25,20,20,16,15,14,9
0,0,482,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,110,75,36,38,23,11,4,6,5741,1,2,0,0,0,0,0,0,67270,0,2,6281,1,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,198,103,75,50,37,17,7,3,68698,6,4,4,0,0,0,2,0
0,0,597,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,121,69,33,38,15,24,11,8,5885,10,2,1,0,0,0,0,0,65396,0,0,7083,0,0,0,0,0,0,0,0,0,0,629,0,0,0,0,0,0,0,259,106,58,38,35,27,18,8,69265,8,5,3,4,4,0,0,0
0,0,528,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,82,40,24,15,7,10,3,7,6072,5,3,2,1,1,0,0,0,68184,2,0,6185,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,176,105,44,24,19,11,7,7,67707,8,3,1,1,1,0,1,0
0,0,368,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,51,27,19,7,5,0,2,1,5129,1,0,2,1,1,0,0,0,64375,0,0,6934,0,0,0,0,0,0,0,0,0,0,478,0,0,0,0,0,0,0,162,67,33,10,9,2,1,1,72173,1,0,0,0,1,1,1,2
0,0,145,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,26,21,8,10,9,8,4,4,4251,1,3,1,2,0,0,0,0,64966,0,0,6302,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,48,32,18,17,12,15,4,7,73835,2,4,3,2,0,0,0,0
0,0,336,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,47,37,25,17,15,12,7,4,5015,5,3,1,1,1,0,0,0,63489,1,0,7133,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,113,59,25,35,18,23,20,5,73036,2,2,4,3,0,0,2,0
0,0,309,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,62,48,20,12,7,4,3,3,4297,2,1,0,0,0,0,0,0,61623,0,0,7385,0,0,0,0,0,0,0,0,0,0,434,0,0,0,0,0,0,0,146,57,46,35,18,3,4,2,75344,3,5,1,0,0,0,0,0
0,0,351,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,57,21,18,9,7,4,2,2,5628,2,0,1,2,0,0,0,0,67925,0,0,5984,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,102,70,24,19,15,13,5,3,69303,1,0,1,2,0,0,0,0
0,0,313,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,53,51,22,25,10,14,4,1,5350,2,2,1,2,0,0,0,0,67747,0,0,5737,0,0,0,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0,126,80,48,30,13,7,9,8,69882,3,3,1,1,0,0,0,0
0,0,376,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,54,28,12,6,7,3,1,0,5358,0,0,0,0,0,0,0,0,66365,0,0,6467,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,123,63,27,7,8,6,8,1,70631,0,0,0,0,0,0,0,0
